Reservation-id,Gender,Age,Ethnicity,Educational_Level,Income,Country_region,Hotel_Type,Adults,Children,Babies,Meal_Type,Visted_Previously,Previous_Cancellations,Deposit_type,Booking_channel,Required_Car_Parking,Reservation_Status,Use_Promotion,Discount_Rate,Room_Rate,stay_length,income_amount,num_rooms,total_cost,income_ratio,adults_to_child,adults_to_babies,total_people,checkin_day,checkin_week,checkin_dayofweek,checkin_month,checkin_year,days_to_booking,days_to_stay_ratio
3111247,2,46,1,4,1,3,3,2,3,0,1,1,1,2,2,1,1,1,20,164,1,25,1,164,0.1524390243902439,1.5,1.5,5,9,41,4,10,2015,12,12.0
69060023,2,23,2,4,4,1,2,2,1,0,1,1,1,1,3,1,1,1,25,215,3,50,1,645,0.07751937984496124,0.5,0.5,3,9,41,4,10,2015,0,0.0
80712217,1,29,4,3,1,2,2,3,1,0,1,1,1,1,1,1,1,1,10,205,2,25,1,410,0.06097560975609756,0.3333333333333333,0.3333333333333333,4,9,41,4,10,2015,1,0.5
15832797,1,28,2,4,3,3,1,2,1,0,1,1,1,1,1,1,1,2,0,217,1,200,1,217,0.9216589861751152,0.5,0.5,3,8,41,3,10,2015,21,21.0
70322866,2,45,1,4,3,4,3,5,1,0,1,1,1,2,2,2,1,1,30,154,4,200,2,1232,0.16233766233766234,0.2,0.2,6,9,41,4,10,2015,0,0.0
49827149,2,62,1,3,1,3,1,1,1,0,1,1,1,1,1,1,1,1,30,145,2,25,1,290,0.08620689655172414,1.0,1.0,2,11,41,6,10,2015,31,15.5
33960349,2,19,4,3,4,2,2,2,1,0,1,1,1,1,1,1,1,1,5,106,1,50,1,106,0.4716981132075472,0.5,0.5,3,11,41,6,10,2015,2,2.0
62469976,1,24,4,3,1,1,1,3,3,0,1,1,1,1,2,1,1,2,0,187,1,25,2,374,0.06684491978609626,1.0,1.0,6,11,41,6,10,2015,43,43.0
54537498,1,47,3,4,4,4,2,2,1,1,1,2,1,2,1,2,1,1,20,156,2,50,1,312,0.16025641025641027,0.5,0.5,4,11,41,6,10,2015,75,37.5
60473005,2,25,1,3,2,3,3,5,1,0,1,1,1,1,1,1,1,1,20,139,1,100,2,278,0.3597122302158273,0.2,0.2,6,11,41,6,10,2015,9,9.0
64117889,2,51,1,4,2,1,3,1,2,1,1,2,1,1,3,2,1,1,10,118,1,100,1,118,0.847457627118644,2.0,2.0,4,11,41,6,10,2015,43,43.0
34388532,2,27,1,3,1,3,1,3,2,0,1,1,1,2,1,1,1,2,0,147,2,25,1,294,0.08503401360544217,0.6666666666666666,0.6666666666666666,5,11,41,6,10,2015,74,37.0
58060815,2,45,2,4,1,3,2,3,2,0,1,2,1,1,1,1,1,1,5,229,1,25,1,229,0.1091703056768559,0.6666666666666666,0.6666666666666666,5,11,41,6,10,2015,70,70.0
28101096,2,37,2,2,2,2,2,1,3,1,1,2,1,2,1,1,1,1,10,192,1,100,1,192,0.5208333333333334,3.0,3.0,5,11,41,6,10,2015,8,8.0
57462214,1,57,2,3,4,1,2,2,1,0,1,2,1,1,1,1,1,2,0,141,2,50,1,282,0.1773049645390071,0.5,0.5,3,11,41,6,10,2015,31,15.5
73942931,1,44,3,1,1,3,1,1,1,0,1,1,1,2,3,2,1,1,10,221,2,25,1,442,0.05656108597285068,1.0,1.0,2,11,41,6,10,2015,1,0.5
11492388,1,61,4,1,1,1,2,4,2,0,1,1,1,1,3,1,1,2,0,142,2,25,2,568,0.04401408450704225,0.5,0.5,6,11,41,6,10,2015,75,37.5
56806098,2,34,1,3,4,2,3,2,3,1,1,1,1,1,1,1,1,2,0,157,2,50,1,314,0.1592356687898089,1.5,1.5,6,11,41,6,10,2015,57,28.5
3773547,1,41,1,1,2,3,1,1,3,0,1,2,2,1,1,1,1,1,20,162,2,100,1,324,0.30864197530864196,3.0,3.0,4,11,41,6,10,2015,75,37.5
25187656,1,68,2,3,1,3,2,2,2,1,1,1,1,2,3,1,1,1,10,119,2,25,1,238,0.10504201680672269,1.0,1.0,5,8,41,3,10,2015,75,37.5
21079574,1,38,3,3,2,3,1,5,1,1,1,2,1,1,3,1,1,1,20,170,3,100,2,1020,0.09803921568627451,0.2,0.2,7,11,41,6,10,2015,0,0.0
7172098,1,58,3,3,3,1,2,1,1,1,1,1,1,2,1,1,1,1,20,242,1,200,1,242,0.8264462809917356,1.0,1.0,3,11,41,6,10,2015,70,70.0
35916112,2,27,3,3,3,1,2,2,1,0,1,1,1,1,2,2,1,1,5,173,1,200,1,173,1.1560693641618498,0.5,0.5,3,12,42,0,10,2015,28,28.0
85928875,2,28,4,3,4,4,1,2,2,1,1,2,1,1,2,1,1,1,20,241,3,50,1,723,0.06915629322268327,1.0,1.0,5,15,42,3,10,2015,7,2.3333333333333335
52118650,2,56,2,3,4,2,2,5,1,0,3,1,1,1,2,1,1,1,10,141,2,50,2,564,0.08865248226950355,0.2,0.2,6,2,1,4,1,2015,328,164.0
8844399,2,21,3,4,2,1,3,2,2,0,1,2,2,1,1,1,1,1,5,206,2,100,1,412,0.24271844660194175,1.0,1.0,4,15,42,3,10,2015,20,10.0
89522017,1,39,2,1,2,4,2,2,2,1,1,2,1,1,2,1,1,1,5,103,4,100,1,412,0.24271844660194175,1.0,1.0,5,12,42,0,10,2015,128,32.0
51459399,2,61,3,1,1,3,2,2,1,0,1,1,1,2,1,1,1,1,10,176,3,25,1,528,0.04734848484848485,0.5,0.5,3,15,42,3,10,2015,7,2.3333333333333335
28454857,1,21,4,3,4,2,2,3,2,0,1,2,1,1,1,1,1,1,20,176,2,50,1,352,0.14204545454545456,0.6666666666666666,0.6666666666666666,5,15,42,3,10,2015,92,46.0
46756072,2,53,2,4,4,2,1,1,3,0,1,1,1,1,1,1,1,2,0,157,1,50,1,157,0.3184713375796178,3.0,3.0,4,7,28,1,7,2015,93,93.0
66978166,1,68,3,4,2,3,2,3,2,2,1,1,1,3,2,1,1,1,15,120,1,100,1,120,0.8333333333333334,0.6666666666666666,0.6666666666666666,7,20,43,1,10,2015,127,127.0
51360412,2,39,2,1,3,3,3,3,2,0,1,2,2,1,1,1,1,1,20,186,1,200,1,186,1.075268817204301,0.6666666666666666,0.6666666666666666,5,10,41,5,10,2015,0,0.0
83138641,1,51,4,4,1,3,3,1,2,0,1,1,1,3,1,1,1,1,10,158,4,25,1,632,0.03955696202531646,2.0,2.0,3,10,41,5,10,2015,12,3.0
73262659,2,19,2,1,1,2,3,2,2,0,1,1,1,1,3,1,1,1,20,151,1,25,1,151,0.16556291390728478,1.0,1.0,4,10,41,5,10,2015,0,0.0
32504470,2,43,4,3,1,2,2,2,3,0,1,2,2,2,2,1,1,1,15,161,1,25,1,161,0.15527950310559005,1.5,1.5,5,29,35,5,8,2015,133,133.0
27556445,1,68,1,1,2,3,2,1,2,0,1,2,1,2,1,1,1,1,10,135,1,100,1,135,0.7407407407407407,2.0,2.0,3,11,41,6,10,2015,76,76.0
12527238,2,67,1,3,4,2,3,2,1,1,1,2,2,1,1,1,1,1,20,126,2,50,1,252,0.1984126984126984,0.5,0.5,4,11,41,6,10,2015,75,37.5
96405433,2,42,4,3,4,4,3,1,3,0,1,2,2,2,1,1,1,1,20,203,1,50,1,203,0.24630541871921183,3.0,3.0,4,11,41,6,10,2015,33,33.0
18180740,1,49,3,3,1,2,1,1,1,2,1,1,1,1,1,2,1,2,0,102,2,25,1,204,0.12254901960784313,1.0,1.0,4,11,41,6,10,2015,2,1.0
14853281,1,34,3,2,1,4,3,1,3,0,1,1,1,1,1,1,1,2,0,199,1,25,1,199,0.12562814070351758,3.0,3.0,4,23,30,3,7,2015,77,77.0
17354829,1,58,3,2,1,3,3,2,2,0,1,1,1,3,2,2,1,1,20,149,1,25,1,149,0.16778523489932887,1.0,1.0,4,8,41,3,10,2015,76,76.0
71733515,2,51,2,3,4,3,1,2,1,1,1,1,1,2,1,1,1,1,25,184,2,50,1,368,0.1358695652173913,0.5,0.5,4,11,41,6,10,2015,75,37.5
26643004,1,70,3,3,1,1,2,5,1,1,2,2,2,2,3,1,1,2,0,214,2,25,2,856,0.029205607476635514,0.2,0.2,7,14,33,4,8,2015,76,38.0
9586089,2,38,1,2,2,4,3,2,1,2,2,1,1,1,3,2,1,1,10,136,3,100,1,408,0.24509803921568626,0.5,0.5,5,14,33,4,8,2015,75,25.0
3961423,2,65,1,4,3,2,1,5,3,0,2,2,1,1,3,1,1,1,5,106,1,200,2,212,0.9433962264150944,0.6,0.6,8,14,33,4,8,2015,77,77.0
56470026,2,23,3,1,4,2,1,2,1,1,2,2,2,3,3,1,1,1,5,105,1,50,1,105,0.47619047619047616,0.5,0.5,4,14,33,4,8,2015,77,77.0
73309331,2,44,2,3,2,4,2,3,1,1,2,2,1,1,1,1,1,2,0,201,4,100,1,804,0.12437810945273632,0.3333333333333333,0.3333333333333333,5,14,33,4,8,2015,74,18.5
38237018,1,63,4,1,2,4,3,1,1,1,2,1,1,1,1,1,1,2,0,225,1,100,1,225,0.4444444444444444,1.0,1.0,3,14,33,4,8,2015,77,77.0
32265371,2,28,2,3,2,3,2,2,2,1,1,1,1,1,2,1,1,2,0,159,4,100,1,636,0.15723270440251572,1.0,1.0,5,12,42,0,10,2015,59,14.75
53158019,2,29,4,4,3,3,2,4,3,0,2,1,1,1,1,1,1,1,15,193,1,200,2,386,0.5181347150259067,0.75,0.75,7,14,33,4,8,2015,77,77.0
18570931,1,50,4,2,1,3,3,1,1,1,2,1,1,2,2,2,1,1,25,221,1,25,1,221,0.11312217194570136,1.0,1.0,3,14,33,4,8,2015,77,77.0
30721197,1,46,1,4,3,3,2,3,1,1,1,1,1,1,3,2,1,2,0,212,1,200,1,212,0.9433962264150944,0.3333333333333333,0.3333333333333333,5,12,42,0,10,2015,7,7.0
95807876,1,48,4,4,4,1,1,3,1,0,1,2,2,1,1,1,1,1,25,211,4,50,1,844,0.05924170616113744,0.3333333333333333,0.3333333333333333,4,12,42,0,10,2015,0,0.0
61208570,1,44,4,4,4,1,3,3,3,0,1,1,1,2,3,1,1,2,0,226,1,50,2,452,0.11061946902654868,1.0,1.0,6,11,41,6,10,2015,76,76.0
95311297,1,47,4,4,3,3,3,1,1,1,1,1,1,3,2,2,1,1,25,139,2,200,1,278,0.7194244604316546,1.0,1.0,3,11,41,6,10,2015,65,32.5
89805741,1,66,2,4,2,3,2,2,2,0,1,1,1,2,2,1,1,1,5,133,1,100,1,133,0.7518796992481203,1.0,1.0,4,12,42,0,10,2015,20,20.0
27788889,2,67,3,1,1,2,1,2,2,0,3,2,1,2,1,1,1,2,0,222,1,25,1,222,0.11261261261261261,1.0,1.0,4,12,42,0,10,2015,12,12.0
3366845,1,47,4,4,4,4,3,3,1,1,2,1,1,3,1,2,1,1,10,130,4,50,1,520,0.09615384615384616,0.3333333333333333,0.3333333333333333,5,14,33,4,8,2015,74,18.5
26364315,2,35,2,3,4,3,1,1,1,1,2,1,1,1,1,1,1,1,5,215,1,50,1,215,0.23255813953488372,1.0,1.0,3,14,33,4,8,2015,77,77.0
70441611,1,33,4,3,2,2,1,4,1,1,2,1,1,2,3,1,1,1,40,165,2,100,1,330,0.30303030303030304,0.25,0.25,6,14,33,4,8,2015,76,38.0
12808251,1,64,3,1,3,1,2,1,2,0,2,2,1,1,1,2,1,1,30,223,1,200,1,223,0.8968609865470852,2.0,2.0,3,14,33,4,8,2015,77,77.0
1825923,1,52,2,3,1,3,1,2,2,0,2,1,1,1,1,2,1,1,10,150,3,25,1,450,0.05555555555555555,1.0,1.0,4,14,33,4,8,2015,75,25.0
72129358,2,64,2,3,3,2,1,3,1,1,2,1,1,2,1,2,1,2,0,174,1,200,1,174,1.1494252873563218,0.3333333333333333,0.3333333333333333,5,14,33,4,8,2015,77,77.0
42245053,2,38,1,2,4,1,3,2,2,0,2,1,1,1,1,2,1,2,0,190,3,50,1,570,0.08771929824561403,1.0,1.0,4,14,33,4,8,2015,75,25.0
54020520,2,41,2,3,4,2,1,5,2,1,2,2,1,1,3,1,1,1,25,227,1,50,2,454,0.11013215859030837,0.4,0.4,8,14,33,4,8,2015,77,77.0
60721939,1,37,3,3,2,2,3,2,2,1,2,1,1,2,2,1,1,1,30,191,4,100,1,764,0.13089005235602094,1.0,1.0,5,14,33,4,8,2015,74,18.5
83265150,2,63,1,1,2,3,1,3,3,0,2,2,2,1,3,1,1,1,5,132,1,100,2,264,0.3787878787878788,1.0,1.0,6,14,33,4,8,2015,77,77.0
86323408,2,46,1,4,4,2,3,1,2,0,2,2,1,1,2,2,1,1,25,106,1,50,1,106,0.4716981132075472,2.0,2.0,3,14,33,4,8,2015,77,77.0
263436,2,31,4,3,3,3,3,5,1,0,2,1,1,1,1,2,1,1,5,163,4,200,2,1304,0.15337423312883436,0.2,0.2,6,14,33,4,8,2015,74,18.5
8882653,1,18,1,3,3,1,2,2,1,1,2,1,1,1,3,1,1,1,10,227,3,200,1,681,0.2936857562408223,0.5,0.5,4,14,33,4,8,2015,75,25.0
27103192,2,33,4,2,3,2,1,2,1,1,1,1,1,2,1,1,1,2,0,238,2,200,1,476,0.42016806722689076,0.5,0.5,4,12,42,0,10,2015,61,30.5
12365852,2,65,2,1,1,3,2,5,2,0,1,1,1,1,3,1,1,1,5,121,3,25,2,726,0.03443526170798898,0.4,0.4,7,12,42,0,10,2015,6,2.0
45974413,1,45,3,1,2,4,3,5,1,1,1,1,1,2,3,1,1,1,10,197,3,100,2,1182,0.08460236886632826,0.2,0.2,7,12,42,0,10,2015,0,0.0
99922057,2,38,2,1,4,3,2,4,1,0,2,2,1,1,3,1,1,1,5,217,3,50,1,651,0.07680491551459294,0.25,0.25,5,14,33,4,8,2015,75,25.0
79445004,1,43,2,1,4,3,2,3,2,0,2,1,1,2,1,1,1,2,0,115,1,50,1,115,0.43478260869565216,0.6666666666666666,0.6666666666666666,5,14,33,4,8,2015,77,77.0
43577748,2,35,2,4,2,2,2,2,1,0,2,1,1,2,1,2,1,1,10,180,1,100,1,180,0.5555555555555556,0.5,0.5,3,14,33,4,8,2015,77,77.0
2164138,1,56,4,3,1,4,1,3,1,0,1,1,1,1,1,1,1,1,10,133,1,25,1,133,0.18796992481203006,0.3333333333333333,0.3333333333333333,4,12,42,0,10,2015,62,62.0
70418941,2,56,4,3,2,4,2,5,3,0,3,1,1,1,1,1,1,1,15,191,1,100,2,382,0.2617801047120419,0.6,0.6,8,12,42,0,10,2015,13,13.0
19517316,2,45,2,1,3,3,1,1,2,0,1,1,1,3,1,1,1,1,5,169,2,200,1,338,0.591715976331361,2.0,2.0,3,12,42,0,10,2015,6,3.0
97195216,2,37,2,4,4,1,3,2,1,0,1,1,1,1,3,1,1,2,0,160,3,50,1,480,0.10416666666666667,0.5,0.5,3,12,42,0,10,2015,22,7.333333333333333
54181017,1,21,2,2,4,4,1,2,1,0,2,1,1,2,1,1,1,2,0,120,1,50,1,120,0.4166666666666667,0.5,0.5,3,14,33,4,8,2015,77,77.0
6401731,1,43,2,4,1,2,3,1,2,0,2,2,2,1,1,1,1,2,0,208,1,25,1,208,0.1201923076923077,2.0,2.0,3,14,33,4,8,2015,77,77.0
58912830,2,52,1,1,2,4,1,2,2,0,2,1,1,1,1,1,1,1,10,175,1,100,1,175,0.5714285714285714,1.0,1.0,4,14,33,4,8,2015,77,77.0
64177552,1,66,2,4,3,4,1,2,2,0,2,2,1,1,3,1,1,2,0,126,2,200,1,252,0.7936507936507936,1.0,1.0,4,14,33,4,8,2015,76,38.0
39926923,2,68,2,1,2,3,2,5,2,1,1,1,1,1,2,2,1,2,0,233,4,100,2,1864,0.0536480686695279,0.4,0.4,8,13,42,1,10,2015,18,4.5
49515661,1,67,4,1,4,2,3,1,1,0,1,1,1,1,2,1,1,1,5,235,1,50,1,235,0.2127659574468085,1.0,1.0,2,13,42,1,10,2015,0,0.0
56471937,1,39,1,3,1,4,2,1,3,0,1,1,1,1,1,2,1,1,5,175,1,25,1,175,0.14285714285714285,3.0,3.0,4,13,42,1,10,2015,21,21.0
13037244,2,29,2,3,4,1,1,5,2,0,1,1,1,1,1,2,1,1,10,110,1,50,2,220,0.22727272727272727,0.4,0.4,7,13,42,1,10,2015,9,9.0
15379465,2,25,3,3,3,4,3,1,2,0,1,2,1,1,3,2,1,1,20,208,1,200,1,208,0.9615384615384616,2.0,2.0,3,14,42,2,10,2015,3,3.0
99464426,1,22,1,3,2,1,3,1,3,0,1,1,1,3,1,1,1,1,20,243,2,100,1,486,0.205761316872428,3.0,3.0,4,14,42,2,10,2015,5,2.5
39892769,2,60,3,3,1,4,3,1,1,0,3,2,2,1,1,1,1,1,30,246,1,25,1,246,0.1016260162601626,1.0,1.0,2,9,41,4,10,2015,349,349.0
18339056,1,35,1,3,1,1,2,1,2,0,1,2,2,1,1,2,1,1,10,160,4,25,1,640,0.0390625,2.0,2.0,3,9,41,4,10,2015,0,0.0
52330530,1,48,3,3,4,2,2,1,3,1,1,2,1,2,2,2,1,1,40,172,1,50,1,172,0.29069767441860467,3.0,3.0,5,11,41,6,10,2015,10,10.0
76221955,2,32,2,3,2,2,1,2,1,0,1,1,1,1,1,1,1,2,0,111,1,100,1,111,0.9009009009009009,0.5,0.5,3,11,41,6,10,2015,10,10.0
56141209,2,62,4,3,1,1,3,4,2,0,1,1,1,1,1,1,1,1,5,120,3,25,2,720,0.034722222222222224,0.5,0.5,6,11,41,6,10,2015,2,0.6666666666666666
42653897,2,18,1,2,3,2,1,1,2,0,1,1,1,1,2,1,1,2,0,210,1,200,1,210,0.9523809523809523,2.0,2.0,3,10,41,5,10,2015,34,34.0
91328642,1,19,2,4,1,3,2,2,2,0,1,1,1,1,1,1,1,1,20,179,2,25,1,358,0.06983240223463687,1.0,1.0,4,12,42,0,10,2015,10,5.0
75280722,2,36,1,3,4,4,3,1,1,0,3,2,1,1,1,1,1,1,25,213,1,50,1,213,0.2347417840375587,1.0,1.0,2,12,42,0,10,2015,3,3.0
97479763,1,20,4,2,4,3,3,2,2,1,3,2,1,2,1,2,1,1,10,127,1,50,1,127,0.3937007874015748,1.0,1.0,5,12,42,0,10,2015,4,4.0
91165631,1,32,2,2,3,3,3,2,1,0,1,2,1,1,3,1,1,1,5,185,2,200,1,370,0.5405405405405406,0.5,0.5,3,12,42,0,10,2015,10,5.0
43514412,2,25,3,3,1,3,1,5,2,0,1,2,2,2,3,2,1,1,5,107,2,25,2,428,0.05841121495327103,0.4,0.4,7,28,40,0,9,2015,19,9.5
50915157,2,29,3,1,2,3,2,1,1,0,3,2,1,1,3,1,1,2,0,200,1,100,1,200,0.5,1.0,1.0,2,12,42,0,10,2015,10,10.0
32834807,1,20,3,1,4,3,3,1,1,0,1,2,1,1,1,1,1,1,20,107,4,50,1,428,0.11682242990654206,1.0,1.0,2,12,42,0,10,2015,0,0.0
36417970,2,24,3,3,4,2,2,3,1,0,1,1,1,1,3,1,1,1,25,219,1,50,1,219,0.228310502283105,0.3333333333333333,0.3333333333333333,4,12,42,0,10,2015,4,4.0
18015042,1,70,4,4,4,3,2,2,2,0,1,2,1,2,1,1,1,1,10,202,3,50,1,606,0.08250825082508251,1.0,1.0,4,12,42,0,10,2015,16,5.333333333333333
15065008,1,52,4,3,4,1,3,2,1,0,1,1,1,1,1,1,1,1,10,233,1,50,1,233,0.2145922746781116,0.5,0.5,3,12,42,0,10,2015,4,4.0
62387841,1,56,4,1,2,3,3,2,1,0,1,1,1,1,3,1,1,2,0,195,2,100,1,390,0.2564102564102564,0.5,0.5,3,12,42,0,10,2015,2,1.0
60944843,2,68,1,3,2,2,3,2,2,0,3,1,1,1,1,1,1,1,10,216,1,100,1,216,0.46296296296296297,1.0,1.0,4,12,42,0,10,2015,3,3.0
55592173,2,63,1,1,1,3,2,1,3,1,3,2,1,3,1,2,1,2,0,242,4,25,1,968,0.025826446280991736,3.0,3.0,5,12,42,0,10,2015,1,0.25
32312168,2,63,2,3,2,3,1,1,2,1,1,1,1,3,1,1,1,2,0,111,2,100,1,222,0.45045045045045046,2.0,2.0,4,12,42,0,10,2015,10,5.0
54937060,1,30,3,3,1,2,3,4,3,1,1,1,1,1,3,2,1,2,0,250,1,25,2,500,0.05,0.75,0.75,8,12,42,0,10,2015,15,15.0
14712849,2,33,1,3,4,1,1,3,1,0,1,2,1,1,3,2,1,1,5,199,1,50,1,199,0.25125628140703515,0.3333333333333333,0.3333333333333333,4,28,40,0,9,2015,20,20.0
57630042,1,41,4,4,1,3,2,5,2,0,1,1,1,1,1,1,1,1,10,180,4,25,2,1440,0.017361111111111112,0.4,0.4,7,12,42,0,10,2015,0,0.0
8358855,1,68,4,2,4,1,3,1,2,0,1,2,1,1,1,1,1,1,30,134,3,50,1,402,0.12437810945273632,2.0,2.0,3,8,28,2,7,2015,140,46.666666666666664
76868548,2,62,4,2,3,3,2,3,1,0,1,1,1,3,1,1,1,1,20,120,1,200,1,120,1.6666666666666667,0.3333333333333333,0.3333333333333333,4,8,28,2,7,2015,142,142.0
2948246,1,32,3,3,2,1,1,2,1,0,1,2,1,1,1,1,1,1,40,194,2,100,1,388,0.25773195876288657,0.5,0.5,3,8,28,2,7,2015,141,70.5
96708990,1,19,3,4,1,3,3,4,2,0,1,1,1,1,1,1,1,1,10,163,1,25,2,326,0.07668711656441718,0.5,0.5,6,8,28,2,7,2015,142,142.0
36640327,1,45,4,3,1,3,3,5,2,1,1,1,1,2,1,1,1,1,20,105,1,25,2,210,0.11904761904761904,0.4,0.4,8,8,28,2,7,2015,142,142.0
15648339,2,61,4,3,3,1,2,3,1,0,1,1,1,1,1,1,1,2,0,158,1,200,1,158,1.2658227848101267,0.3333333333333333,0.3333333333333333,4,8,28,2,7,2015,142,142.0
16109507,1,37,2,3,1,2,3,2,1,0,1,1,1,1,1,1,1,2,0,233,1,25,1,233,0.1072961373390558,0.5,0.5,3,8,28,2,7,2015,142,142.0
45298300,1,57,2,4,1,2,1,2,1,0,1,1,1,1,1,2,1,2,0,148,2,25,1,296,0.08445945945945946,0.5,0.5,3,8,28,2,7,2015,141,70.5
91963989,1,59,4,1,2,3,2,2,2,2,1,2,2,2,3,1,1,1,15,181,1,100,1,181,0.5524861878453039,1.0,1.0,6,8,28,2,7,2015,142,142.0
91890750,2,48,1,4,4,3,1,1,1,1,1,1,1,1,1,1,1,2,0,126,1,50,1,126,0.3968253968253968,1.0,1.0,3,8,28,2,7,2015,142,142.0
28381659,1,61,1,4,4,1,2,5,1,1,1,1,1,3,1,1,1,1,40,156,2,50,2,624,0.08012820512820513,0.2,0.2,7,20,21,2,5,2015,366,183.0
92985879,1,53,4,4,4,1,3,1,2,0,1,2,1,1,1,2,1,1,10,246,3,50,1,738,0.06775067750677506,2.0,2.0,3,8,28,2,7,2015,140,46.666666666666664
6551437,2,22,3,3,3,1,1,5,1,0,1,2,1,2,1,1,1,1,5,177,3,200,2,1062,0.18832391713747645,0.2,0.2,6,8,28,2,7,2015,140,46.666666666666664
88038133,2,22,4,3,4,1,1,2,2,0,1,2,1,1,1,2,1,1,5,130,2,50,1,260,0.19230769230769232,1.0,1.0,4,8,28,2,7,2015,141,70.5
38802100,2,42,1,2,2,3,3,3,1,0,3,1,1,1,3,1,1,1,30,107,2,100,1,214,0.4672897196261682,0.3333333333333333,0.3333333333333333,4,20,21,2,5,2015,141,70.5
15238413,2,55,4,1,1,3,2,2,1,0,1,2,1,1,1,1,1,1,30,186,1,25,1,186,0.13440860215053763,0.5,0.5,3,19,43,0,10,2015,77,77.0
41696822,2,57,4,1,1,3,2,1,1,0,3,1,1,2,1,2,1,1,20,179,1,25,1,179,0.13966480446927373,1.0,1.0,2,31,44,5,10,2015,77,77.0
13010634,2,31,3,1,1,1,3,5,3,0,1,1,1,1,1,2,1,2,0,187,1,25,2,374,0.06684491978609626,0.6,0.6,8,12,42,0,10,2015,1,1.0
30084423,2,50,1,2,4,3,1,1,2,0,1,2,2,1,1,1,1,1,10,184,1,50,1,184,0.2717391304347826,2.0,2.0,3,12,42,0,10,2015,1,1.0
24131916,2,33,4,4,1,1,3,2,2,0,1,2,1,1,1,1,1,1,5,120,1,25,1,120,0.20833333333333334,1.0,1.0,4,12,42,0,10,2015,1,1.0
3197890,2,43,2,4,4,3,2,1,1,0,1,2,2,2,1,2,1,1,5,208,3,50,1,624,0.08012820512820513,1.0,1.0,2,12,42,0,10,2015,36,12.0
24119256,2,66,3,3,4,4,1,1,2,1,1,2,1,1,1,1,1,1,40,168,2,50,1,336,0.1488095238095238,2.0,2.0,4,21,39,0,9,2015,44,22.0
42487240,1,33,4,3,4,3,2,2,1,0,1,1,1,1,1,1,1,1,20,155,1,50,1,155,0.3225806451612903,0.5,0.5,3,12,42,0,10,2015,0,0.0
1217120,2,34,1,4,4,3,1,1,2,1,1,1,1,1,1,1,1,2,0,155,1,50,1,155,0.3225806451612903,2.0,2.0,4,12,42,0,10,2015,8,8.0
38685455,1,49,3,4,3,3,1,3,2,0,1,1,1,1,3,1,1,1,20,201,1,200,1,201,0.9950248756218906,0.6666666666666666,0.6666666666666666,5,13,42,1,10,2015,5,5.0
85042496,2,49,3,1,2,1,3,2,3,0,1,1,1,1,1,1,1,1,20,118,1,100,1,118,0.847457627118644,1.5,1.5,5,13,42,1,10,2015,4,4.0
10064210,2,31,2,4,2,4,2,4,3,0,1,1,1,1,1,1,1,2,0,223,1,100,2,446,0.2242152466367713,0.75,0.75,7,13,42,1,10,2015,1,1.0
82163168,1,65,3,1,4,4,1,2,2,1,1,2,1,1,1,1,1,1,5,125,2,50,1,250,0.2,1.0,1.0,5,13,42,1,10,2015,0,0.0
36740185,2,38,1,4,2,4,1,5,2,0,1,1,1,1,3,1,1,2,0,153,1,100,2,306,0.32679738562091504,0.4,0.4,7,28,40,0,9,2015,98,98.0
66150687,1,22,3,4,2,1,1,2,2,1,1,2,1,1,1,1,1,1,10,232,1,100,1,232,0.43103448275862066,1.0,1.0,5,12,42,0,10,2015,0,0.0
29073419,1,38,3,4,2,4,2,2,2,0,1,2,1,1,1,1,1,1,20,231,1,100,1,231,0.4329004329004329,1.0,1.0,4,11,37,4,9,2015,86,86.0
58625042,1,26,2,2,4,2,1,2,2,0,1,1,1,1,1,2,1,2,0,224,2,50,1,448,0.11160714285714286,1.0,1.0,4,30,40,2,9,2015,10,5.0
45971435,2,27,2,1,2,3,2,3,2,0,1,1,1,1,3,1,1,1,30,108,1,100,1,108,0.9259259259259259,0.6666666666666666,0.6666666666666666,5,15,42,3,10,2015,40,40.0
8797765,2,58,4,1,1,3,3,2,2,0,1,1,1,1,3,1,1,1,5,171,1,25,1,171,0.14619883040935672,1.0,1.0,4,31,31,4,7,2015,101,101.0
88021740,2,50,1,1,2,3,3,2,1,0,1,1,1,2,1,2,1,1,5,234,3,100,1,702,0.14245014245014245,0.5,0.5,3,11,37,4,9,2015,84,28.0
8784146,1,19,2,2,3,2,2,2,3,0,1,2,1,1,2,2,1,1,40,101,1,200,1,101,1.9801980198019802,1.5,1.5,5,16,42,4,10,2015,82,82.0
91839807,1,43,2,2,4,1,3,2,3,2,1,1,1,1,1,1,1,1,10,211,1,50,1,211,0.23696682464454977,1.5,1.5,7,16,42,4,10,2015,12,12.0
41378649,1,29,4,2,4,3,3,2,1,0,1,1,1,1,3,2,1,1,25,134,2,50,1,268,0.1865671641791045,0.5,0.5,3,18,42,6,10,2015,3,1.5
59836705,2,69,4,2,2,3,1,1,1,0,3,2,2,2,1,1,1,1,20,183,3,100,1,549,0.18214936247723132,1.0,1.0,2,18,42,6,10,2015,2,0.6666666666666666
64230576,2,42,2,2,1,1,1,2,1,0,1,1,1,2,3,2,1,1,40,234,3,25,1,702,0.03561253561253561,0.5,0.5,3,11,41,6,10,2015,2,0.6666666666666666
